"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.1_keyword","Input.1_line1","Input.1_line2","Input.1_line3","Input.1_line4","Input.1_line5","Input.1_score","Input.1_type","Input.2_keyword","Input.2_line1","Input.2_line2","Input.2_line3","Input.2_line4","Input.2_line5","Input.2_score","Input.2_type","Input.3_keyword","Input.3_line1","Input.3_line2","Input.3_line3","Input.3_line4","Input.3_line5","Input.3_score","Input.3_type","Input.4_keyword","Input.4_line1","Input.4_line2","Input.4_line3","Input.4_line4","Input.4_line5","Input.4_score","Input.4_type","Answer.1_emotion","Answer.1_grammar","Answer.1_humor","Answer.1_related","Answer.1_story","Answer.1_structure","Answer.2_emotion","Answer.2_grammar","Answer.2_humor","Answer.2_related","Answer.2_story","Answer.2_structure","Answer.2_three_letter","Answer.3_emotion","Answer.3_grammar","Answer.3_humor","Answer.3_related","Answer.3_story","Answer.3_structure","Answer.4_emotion","Answer.4_grammar","Answer.4_humor","Answer.4_related","Answer.4_story","Answer.4_structure","Answer.knows_limerick.on","Approve","Reject"
"3H4IKZHAMEGJ4Z6CV12K41HWJFQNNV","3H2ZGQZOT171HJWDY13L4ZZU0NLXYZ","Evaluate emotion and storytelling of a limerick","Please read the following 4 limericks and evaluate its quality in terms of emotion and story telling.","text, poem, literature, ranking","$0.45","Thu Feb 20 16:29:14 PST 2020","10","BatchId:3928548;OriginalHitTemplateId:928390828;","3600","259200","Thu Feb 27 16:29:14 PST 2020","","","339ANSOTR90S4C8BRA2EWLZWA21IKS","A1H1TKK54YG94Q","Submitted","Thu Feb 20 17:09:18 PST 2020","Thu Feb 20 17:18:06 PST 2020","Sun Feb 23 17:18:06 PST 2020","","","","528","0% (0/0)","0% (0/0)","0% (0/0)","fiance","There was a shy waitress named Mae","Who talked a good game on my birthday.","I asked for her boyfriend,","Which she got in the end,","And we went down and had our day.","-2.840501457452774","DTS_STORY","fiance","There was a shy grandma named Lorelei","Whose family never knew goodbye.","There is love like a son,","She finally begun,","As she found out three times in her cry.","-4.455868631601334","SINGLE_STORY","fiance","There was a actress named Larue","Who wanted so desperately too.","That when us talking,","To understand walking,","She said through the mirror and asked you.","-4.862616286277771","SINGLE_NO_STORY","fiance","There was a shy grandma named Bibi","Who talked for a little bit to me.","When I got to know her,","Her story was a blur,","I was surprised to hear and to see.","-2.7167279170826077","DTS_NO_STORY","2","2","1","1","3","1","2","2","1","1","2","1","0","1","1","1","1","2","1","2","3","2","1","4","4","true"
"3H4IKZHAMEGJ4Z6CV12K41HWJFQNNV","3H2ZGQZOT171HJWDY13L4ZZU0NLXYZ","Evaluate emotion and storytelling of a limerick","Please read the following 4 limericks and evaluate its quality in terms of emotion and story telling.","text, poem, literature, ranking","$0.45","Thu Feb 20 16:29:14 PST 2020","10","BatchId:3928548;OriginalHitTemplateId:928390828;","3600","259200","Thu Feb 27 16:29:14 PST 2020","","","33FOTY3KEQJZL80PRQ0AG352ORJC1J","AE3ZQZ2Z81Z11","Submitted","Thu Feb 20 17:41:59 PST 2020","Thu Feb 20 17:47:52 PST 2020","Sun Feb 23 17:47:52 PST 2020","","","","353","0% (0/0)","0% (0/0)","0% (0/0)","fiance","There was a shy waitress named Mae","Who talked a good game on my birthday.","I asked for her boyfriend,","Which she got in the end,","And we went down and had our day.","-2.840501457452774","DTS_STORY","fiance","There was a shy grandma named Lorelei","Whose family never knew goodbye.","There is love like a son,","She finally begun,","As she found out three times in her cry.","-4.455868631601334","SINGLE_STORY","fiance","There was a actress named Larue","Who wanted so desperately too.","That when us talking,","To understand walking,","She said through the mirror and asked you.","-4.862616286277771","SINGLE_NO_STORY","fiance","There was a shy grandma named Bibi","Who talked for a little bit to me.","When I got to know her,","Her story was a blur,","I was surprised to hear and to see.","-2.7167279170826077","DTS_NO_STORY","2","4","2","2","5","3","4","5","1","1","1","2","0","2","3","1","1","2","2","1","5","1","1","5","3","true"
"3H4IKZHAMEGJ4Z6CV12K41HWJFQNNV","3H2ZGQZOT171HJWDY13L4ZZU0NLXYZ","Evaluate emotion and storytelling of a limerick","Please read the following 4 limericks and evaluate its quality in terms of emotion and story telling.","text, poem, literature, ranking","$0.45","Thu Feb 20 16:29:14 PST 2020","10","BatchId:3928548;OriginalHitTemplateId:928390828;","3600","259200","Thu Feb 27 16:29:14 PST 2020","","","3COPXFW7XFAKLYVF45SY5I08WGYPKD","A2O0KQ1VUVTKMW","Submitted","Thu Feb 20 18:05:28 PST 2020","Thu Feb 20 18:12:21 PST 2020","Sun Feb 23 18:12:21 PST 2020","","","","413","0% (0/0)","0% (0/0)","0% (0/0)","fiance","There was a shy waitress named Mae","Who talked a good game on my birthday.","I asked for her boyfriend,","Which she got in the end,","And we went down and had our day.","-2.840501457452774","DTS_STORY","fiance","There was a shy grandma named Lorelei","Whose family never knew goodbye.","There is love like a son,","She finally begun,","As she found out three times in her cry.","-4.455868631601334","SINGLE_STORY","fiance","There was a actress named Larue","Who wanted so desperately too.","That when us talking,","To understand walking,","She said through the mirror and asked you.","-4.862616286277771","SINGLE_NO_STORY","fiance","There was a shy grandma named Bibi","Who talked for a little bit to me.","When I got to know her,","Her story was a blur,","I was surprised to hear and to see.","-2.7167279170826077","DTS_NO_STORY","2","3","1","2","2","3","4","3","1","1","2","2","0","2","2","1","1","2","2","5","4","1","1","5","5","true"
"3H4IKZHAMEGJ4Z6CV12K41HWJFQNNV","3H2ZGQZOT171HJWDY13L4ZZU0NLXYZ","Evaluate emotion and storytelling of a limerick","Please read the following 4 limericks and evaluate its quality in terms of emotion and story telling.","text, poem, literature, ranking","$0.45","Thu Feb 20 16:29:14 PST 2020","10","BatchId:3928548;OriginalHitTemplateId:928390828;","3600","259200","Thu Feb 27 16:29:14 PST 2020","","","3ERMJ6L4D2QQ5GRITVBXK91RLRPM7A","A1I3QYJJU5ACFR","Submitted","Thu Feb 20 18:40:10 PST 2020","Thu Feb 20 18:43:20 PST 2020","Sun Feb 23 18:43:20 PST 2020","","","","190","0% (0/0)","0% (0/0)","0% (0/0)","fiance","There was a shy waitress named Mae","Who talked a good game on my birthday.","I asked for her boyfriend,","Which she got in the end,","And we went down and had our day.","-2.840501457452774","DTS_STORY","fiance","There was a shy grandma named Lorelei","Whose family never knew goodbye.","There is love like a son,","She finally begun,","As she found out three times in her cry.","-4.455868631601334","SINGLE_STORY","fiance","There was a actress named Larue","Who wanted so desperately too.","That when us talking,","To understand walking,","She said through the mirror and asked you.","-4.862616286277771","SINGLE_NO_STORY","fiance","There was a shy grandma named Bibi","Who talked for a little bit to me.","When I got to know her,","Her story was a blur,","I was surprised to hear and to see.","-2.7167279170826077","DTS_NO_STORY","3","4","3","2","3","2","3","3","2","2","2","2","0","3","2","3","2","3","2","4","4","3","2","4","3","true"
"3H4IKZHAMEGJ4Z6CV12K41HWJFQNNV","3H2ZGQZOT171HJWDY13L4ZZU0NLXYZ","Evaluate emotion and storytelling of a limerick","Please read the following 4 limericks and evaluate its quality in terms of emotion and story telling.","text, poem, literature, ranking","$0.45","Thu Feb 20 16:29:14 PST 2020","10","BatchId:3928548;OriginalHitTemplateId:928390828;","3600","259200","Thu Feb 27 16:29:14 PST 2020","","","3KRVW3HTZRJCOEBAHY98F0XN85WMSR","A2SO6K35NMGBB7","Submitted","Thu Feb 20 16:29:22 PST 2020","Thu Feb 20 16:45:09 PST 2020","Sun Feb 23 16:45:09 PST 2020","","","","947","0% (0/0)","0% (0/0)","0% (0/0)","fiance","There was a shy waitress named Mae","Who talked a good game on my birthday.","I asked for her boyfriend,","Which she got in the end,","And we went down and had our day.","-2.840501457452774","DTS_STORY","fiance","There was a shy grandma named Lorelei","Whose family never knew goodbye.","There is love like a son,","She finally begun,","As she found out three times in her cry.","-4.455868631601334","SINGLE_STORY","fiance","There was a actress named Larue","Who wanted so desperately too.","That when us talking,","To understand walking,","She said through the mirror and asked you.","-4.862616286277771","SINGLE_NO_STORY","fiance","There was a shy grandma named Bibi","Who talked for a little bit to me.","When I got to know her,","Her story was a blur,","I was surprised to hear and to see.","-2.7167279170826077","DTS_NO_STORY","2","2","2","2","2","2","2","2","2","2","2","2","0","2","2","2","2","2","2","2","4","2","2","3","3","true"
"3H4IKZHAMEGJ4Z6CV12K41HWJFQNNV","3H2ZGQZOT171HJWDY13L4ZZU0NLXYZ","Evaluate emotion and storytelling of a limerick","Please read the following 4 limericks and evaluate its quality in terms of emotion and story telling.","text, poem, literature, ranking","$0.45","Thu Feb 20 16:29:14 PST 2020","10","BatchId:3928548;OriginalHitTemplateId:928390828;","3600","259200","Thu Feb 27 16:29:14 PST 2020","","","3NAPMVF0Z0D0YCNPJDSD50NTFM627X","A3IDU0PGLK1H1F","Submitted","Thu Feb 20 17:43:24 PST 2020","Thu Feb 20 17:49:38 PST 2020","Sun Feb 23 17:49:38 PST 2020","","","","374","0% (0/0)","0% (0/0)","0% (0/0)","fiance","There was a shy waitress named Mae","Who talked a good game on my birthday.","I asked for her boyfriend,","Which she got in the end,","And we went down and had our day.","-2.840501457452774","DTS_STORY","fiance","There was a shy grandma named Lorelei","Whose family never knew goodbye.","There is love like a son,","She finally begun,","As she found out three times in her cry.","-4.455868631601334","SINGLE_STORY","fiance","There was a actress named Larue","Who wanted so desperately too.","That when us talking,","To understand walking,","She said through the mirror and asked you.","-4.862616286277771","SINGLE_NO_STORY","fiance","There was a shy grandma named Bibi","Who talked for a little bit to me.","When I got to know her,","Her story was a blur,","I was surprised to hear and to see.","-2.7167279170826077","DTS_NO_STORY","4","4","2","4","4","2","4","2","2","3","4","2","0","5","5","5","5","5","5","4","3","2","3","4","4","true"
"3H4IKZHAMEGJ4Z6CV12K41HWJFQNNV","3H2ZGQZOT171HJWDY13L4ZZU0NLXYZ","Evaluate emotion and storytelling of a limerick","Please read the following 4 limericks and evaluate its quality in terms of emotion and story telling.","text, poem, literature, ranking","$0.45","Thu Feb 20 16:29:14 PST 2020","10","BatchId:3928548;OriginalHitTemplateId:928390828;","3600","259200","Thu Feb 27 16:29:14 PST 2020","","","3O6CYIULEHZO83XSA5AV3ZH2R4VWU8","A2H6K1XIK4LY7O","Submitted","Thu Feb 20 16:29:25 PST 2020","Thu Feb 20 16:36:51 PST 2020","Sun Feb 23 16:36:51 PST 2020","","","","446","0% (0/0)","0% (0/0)","0% (0/0)","fiance","There was a shy waitress named Mae","Who talked a good game on my birthday.","I asked for her boyfriend,","Which she got in the end,","And we went down and had our day.","-2.840501457452774","DTS_STORY","fiance","There was a shy grandma named Lorelei","Whose family never knew goodbye.","There is love like a son,","She finally begun,","As she found out three times in her cry.","-4.455868631601334","SINGLE_STORY","fiance","There was a actress named Larue","Who wanted so desperately too.","That when us talking,","To understand walking,","She said through the mirror and asked you.","-4.862616286277771","SINGLE_NO_STORY","fiance","There was a shy grandma named Bibi","Who talked for a little bit to me.","When I got to know her,","Her story was a blur,","I was surprised to hear and to see.","-2.7167279170826077","DTS_NO_STORY","4","4","3","3","3","3","4","3","3","3","4","4","0","4","4","4","3","3","3","3","3","3","3","2","3","true"
"3H4IKZHAMEGJ4Z6CV12K41HWJFQNNV","3H2ZGQZOT171HJWDY13L4ZZU0NLXYZ","Evaluate emotion and storytelling of a limerick","Please read the following 4 limericks and evaluate its quality in terms of emotion and story telling.","text, poem, literature, ranking","$0.45","Thu Feb 20 16:29:14 PST 2020","10","BatchId:3928548;OriginalHitTemplateId:928390828;","3600","259200","Thu Feb 27 16:29:14 PST 2020","","","3RYC5T2D77R6828AUP1V6UMMR8QPR4","A28HB7240OFGEW","Submitted","Thu Feb 20 17:06:49 PST 2020","Thu Feb 20 17:18:29 PST 2020","Sun Feb 23 17:18:29 PST 2020","","","","700","0% (0/0)","0% (0/0)","0% (0/0)","fiance","There was a shy waitress named Mae","Who talked a good game on my birthday.","I asked for her boyfriend,","Which she got in the end,","And we went down and had our day.","-2.840501457452774","DTS_STORY","fiance","There was a shy grandma named Lorelei","Whose family never knew goodbye.","There is love like a son,","She finally begun,","As she found out three times in her cry.","-4.455868631601334","SINGLE_STORY","fiance","There was a actress named Larue","Who wanted so desperately too.","That when us talking,","To understand walking,","She said through the mirror and asked you.","-4.862616286277771","SINGLE_NO_STORY","fiance","There was a shy grandma named Bibi","Who talked for a little bit to me.","When I got to know her,","Her story was a blur,","I was surprised to hear and to see.","-2.7167279170826077","DTS_NO_STORY","4","4","2","4","4","3","2","2","2","2","2","2","0","2","4","2","2","2","2","2","4","2","2","3","2","true"
"3H4IKZHAMEGJ4Z6CV12K41HWJFQNNV","3H2ZGQZOT171HJWDY13L4ZZU0NLXYZ","Evaluate emotion and storytelling of a limerick","Please read the following 4 limericks and evaluate its quality in terms of emotion and story telling.","text, poem, literature, ranking","$0.45","Thu Feb 20 16:29:14 PST 2020","10","BatchId:3928548;OriginalHitTemplateId:928390828;","3600","259200","Thu Feb 27 16:29:14 PST 2020","","","3TS1AR6UQUCKZ6Z1787KPJHIOQ7F7Q","A249EWKM1EOARK","Submitted","Thu Feb 20 16:36:32 PST 2020","Thu Feb 20 17:04:31 PST 2020","Sun Feb 23 17:04:31 PST 2020","","","","1679","0% (0/0)","0% (0/0)","0% (0/0)","fiance","There was a shy waitress named Mae","Who talked a good game on my birthday.","I asked for her boyfriend,","Which she got in the end,","And we went down and had our day.","-2.840501457452774","DTS_STORY","fiance","There was a shy grandma named Lorelei","Whose family never knew goodbye.","There is love like a son,","She finally begun,","As she found out three times in her cry.","-4.455868631601334","SINGLE_STORY","fiance","There was a actress named Larue","Who wanted so desperately too.","That when us talking,","To understand walking,","She said through the mirror and asked you.","-4.862616286277771","SINGLE_NO_STORY","fiance","There was a shy grandma named Bibi","Who talked for a little bit to me.","When I got to know her,","Her story was a blur,","I was surprised to hear and to see.","-2.7167279170826077","DTS_NO_STORY","5","2","3","2","4","1","5","2","2","2","3","3","0","3","4","2","2","3","2","5","5","3","2","5","5","true"
"3H4IKZHAMEGJ4Z6CV12K41HWJFQNNV","3H2ZGQZOT171HJWDY13L4ZZU0NLXYZ","Evaluate emotion and storytelling of a limerick","Please read the following 4 limericks and evaluate its quality in terms of emotion and story telling.","text, poem, literature, ranking","$0.45","Thu Feb 20 16:29:14 PST 2020","10","BatchId:3928548;OriginalHitTemplateId:928390828;","3600","259200","Thu Feb 27 16:29:14 PST 2020","","","3Z2R0DQ0JLCL7R2Z6L6JBAFA1972EG","A36VE0W154IHO7","Submitted","Thu Feb 20 16:33:22 PST 2020","Thu Feb 20 16:37:03 PST 2020","Sun Feb 23 16:37:03 PST 2020","","","","221","0% (0/0)","0% (0/0)","0% (0/0)","fiance","There was a shy waitress named Mae","Who talked a good game on my birthday.","I asked for her boyfriend,","Which she got in the end,","And we went down and had our day.","-2.840501457452774","DTS_STORY","fiance","There was a shy grandma named Lorelei","Whose family never knew goodbye.","There is love like a son,","She finally begun,","As she found out three times in her cry.","-4.455868631601334","SINGLE_STORY","fiance","There was a actress named Larue","Who wanted so desperately too.","That when us talking,","To understand walking,","She said through the mirror and asked you.","-4.862616286277771","SINGLE_NO_STORY","fiance","There was a shy grandma named Bibi","Who talked for a little bit to me.","When I got to know her,","Her story was a blur,","I was surprised to hear and to see.","-2.7167279170826077","DTS_NO_STORY","2","2","2","2","3","3","3","2","3","2","2","2","0","3","2","3","4","4","2","2","3","2","4","3","2","true"
"3HKIF5DF71VS55LW7N6KWGDFDENG9H","3H2ZGQZOT171HJWDY13L4ZZU0NLXYZ","Evaluate emotion and storytelling of a limerick","Please read the following 4 limericks and evaluate its quality in terms of emotion and story telling.","text, poem, literature, ranking","$0.45","Thu Feb 20 16:29:14 PST 2020","10","BatchId:3928548;OriginalHitTemplateId:928390828;","3600","259200","Thu Feb 27 16:29:14 PST 2020","","","345LHZDED1QRH5V40LZTY265TB0U3Z","A3SD02HCW68EUL","Submitted","Thu Feb 20 16:29:24 PST 2020","Thu Feb 20 16:38:04 PST 2020","Sun Feb 23 16:38:04 PST 2020","","","","520","0% (0/0)","0% (0/0)","0% (0/0)","violent","There was a fierce woman named Lore","Who killed all her family in a war.","She came back from the dead,","And she went to the shed,","And she looked down and saw her mentor.","-2.728882068937475","DTS_NO_STORY","violent","There was a harsh man named Trent","Who inflicted so severe torment.","That when himself cruel,","To overcome fuel,","He went through the fire and was meant.","-5.08125904083252","SINGLE_STORY","violent","There was a fierce woman named Dot","Who witnessed a great battle and fought.","She came back from the war,","And she went to the door,","As she used to say, I have a thought.","-2.865580190247034","DTS_STORY","violent","There was a harsh woman named Dede","Who feared so exceedingly indeed.","That when us sinners,","To satisfy dinners,","We went through the city and did need.","-5.078181998729706","SINGLE_NO_STORY","4","3","3","4","4","3","4","2","3","4","4","3","1","3","3","3","4","3","3","3","3","3","4","4","4","true"
"3HKIF5DF71VS55LW7N6KWGDFDENG9H","3H2ZGQZOT171HJWDY13L4ZZU0NLXYZ","Evaluate emotion and storytelling of a limerick","Please read the following 4 limericks and evaluate its quality in terms of emotion and story telling.","text, poem, literature, ranking","$0.45","Thu Feb 20 16:29:14 PST 2020","10","BatchId:3928548;OriginalHitTemplateId:928390828;","3600","259200","Thu Feb 27 16:29:14 PST 2020","","","34Q075JO11BFRG59FA7QL231F2L10E","A3FCFLL2IUFYGL","Submitted","Thu Feb 20 17:13:57 PST 2020","Thu Feb 20 17:47:15 PST 2020","Sun Feb 23 17:47:15 PST 2020","","","","1998","0% (0/0)","0% (0/0)","0% (0/0)","violent","There was a fierce woman named Lore","Who killed all her family in a war.","She came back from the dead,","And she went to the shed,","And she looked down and saw her mentor.","-2.728882068937475","DTS_NO_STORY","violent","There was a harsh man named Trent","Who inflicted so severe torment.","That when himself cruel,","To overcome fuel,","He went through the fire and was meant.","-5.08125904083252","SINGLE_STORY","violent","There was a fierce woman named Dot","Who witnessed a great battle and fought.","She came back from the war,","And she went to the door,","As she used to say, I have a thought.","-2.865580190247034","DTS_STORY","violent","There was a harsh woman named Dede","Who feared so exceedingly indeed.","That when us sinners,","To satisfy dinners,","We went through the city and did need.","-5.078181998729706","SINGLE_NO_STORY","3","3","3","3","3","3","2","3","3","3","3","4","1","3","3","3","2","3","3","3","3","3","2","3","4","true"
"3HKIF5DF71VS55LW7N6KWGDFDENG9H","3H2ZGQZOT171HJWDY13L4ZZU0NLXYZ","Evaluate emotion and storytelling of a limerick","Please read the following 4 limericks and evaluate its quality in terms of emotion and story telling.","text, poem, literature, ranking","$0.45","Thu Feb 20 16:29:14 PST 2020","10","BatchId:3928548;OriginalHitTemplateId:928390828;","3600","259200","Thu Feb 27 16:29:14 PST 2020","","","358010RM5IR3AIRIP0GM14XSEDDVXS","A3959GYL1Z4EO0","Submitted","Thu Feb 20 17:36:45 PST 2020","Thu Feb 20 17:39:52 PST 2020","Sun Feb 23 17:39:52 PST 2020","","","","187","0% (0/0)","0% (0/0)","0% (0/0)","violent","There was a fierce woman named Lore","Who killed all her family in a war.","She came back from the dead,","And she went to the shed,","And she looked down and saw her mentor.","-2.728882068937475","DTS_NO_STORY","violent","There was a harsh man named Trent","Who inflicted so severe torment.","That when himself cruel,","To overcome fuel,","He went through the fire and was meant.","-5.08125904083252","SINGLE_STORY","violent","There was a fierce woman named Dot","Who witnessed a great battle and fought.","She came back from the war,","And she went to the door,","As she used to say, I have a thought.","-2.865580190247034","DTS_STORY","violent","There was a harsh woman named Dede","Who feared so exceedingly indeed.","That when us sinners,","To satisfy dinners,","We went through the city and did need.","-5.078181998729706","SINGLE_NO_STORY","5","5","1","5","5","3","5","3","1","5","1","2","1","2","5","3","2","4","3","2","2","1","1","1","1","true"
"3HKIF5DF71VS55LW7N6KWGDFDENG9H","3H2ZGQZOT171HJWDY13L4ZZU0NLXYZ","Evaluate emotion and storytelling of a limerick","Please read the following 4 limericks and evaluate its quality in terms of emotion and story telling.","text, poem, literature, ranking","$0.45","Thu Feb 20 16:29:14 PST 2020","10","BatchId:3928548;OriginalHitTemplateId:928390828;","3600","259200","Thu Feb 27 16:29:14 PST 2020","","","36H9ULYP66SDJ1038HWHS9MRFLCJF6","A3IDU0PGLK1H1F","Submitted","Thu Feb 20 18:15:10 PST 2020","Thu Feb 20 18:29:09 PST 2020","Sun Feb 23 18:29:09 PST 2020","","","","839","0% (0/0)","0% (0/0)","0% (0/0)","violent","There was a fierce woman named Lore","Who killed all her family in a war.","She came back from the dead,","And she went to the shed,","And she looked down and saw her mentor.","-2.728882068937475","DTS_NO_STORY","violent","There was a harsh man named Trent","Who inflicted so severe torment.","That when himself cruel,","To overcome fuel,","He went through the fire and was meant.","-5.08125904083252","SINGLE_STORY","violent","There was a fierce woman named Dot","Who witnessed a great battle and fought.","She came back from the war,","And she went to the door,","As she used to say, I have a thought.","-2.865580190247034","DTS_STORY","violent","There was a harsh woman named Dede","Who feared so exceedingly indeed.","That when us sinners,","To satisfy dinners,","We went through the city and did need.","-5.078181998729706","SINGLE_NO_STORY","5","5","3","5","5","5","3","3","3","4","3","3","1","4","4","4","4","4","4","3","4","4","4","3","4","true"
"3HKIF5DF71VS55LW7N6KWGDFDENG9H","3H2ZGQZOT171HJWDY13L4ZZU0NLXYZ","Evaluate emotion and storytelling of a limerick","Please read the following 4 limericks and evaluate its quality in terms of emotion and story telling.","text, poem, literature, ranking","$0.45","Thu Feb 20 16:29:14 PST 2020","10","BatchId:3928548;OriginalHitTemplateId:928390828;","3600","259200","Thu Feb 27 16:29:14 PST 2020","","","384PI804XWZFL043STMAH3QA52VS0M","A2WWYVKGZZXBOB","Submitted","Thu Feb 20 16:29:33 PST 2020","Thu Feb 20 16:33:33 PST 2020","Sun Feb 23 16:33:33 PST 2020","","","","240","0% (0/0)","0% (0/0)","0% (0/0)","violent","There was a fierce woman named Lore","Who killed all her family in a war.","She came back from the dead,","And she went to the shed,","And she looked down and saw her mentor.","-2.728882068937475","DTS_NO_STORY","violent","There was a harsh man named Trent","Who inflicted so severe torment.","That when himself cruel,","To overcome fuel,","He went through the fire and was meant.","-5.08125904083252","SINGLE_STORY","violent","There was a fierce woman named Dot","Who witnessed a great battle and fought.","She came back from the war,","And she went to the door,","As she used to say, I have a thought.","-2.865580190247034","DTS_STORY","violent","There was a harsh woman named Dede","Who feared so exceedingly indeed.","That when us sinners,","To satisfy dinners,","We went through the city and did need.","-5.078181998729706","SINGLE_NO_STORY","2","4","2","4","3","4","2","3","2","4","2","2","1","2","4","2","3","3","3","1","3","2","1","2","2","true"
"3HKIF5DF71VS55LW7N6KWGDFDENG9H","3H2ZGQZOT171HJWDY13L4ZZU0NLXYZ","Evaluate emotion and storytelling of a limerick","Please read the following 4 limericks and evaluate its quality in terms of emotion and story telling.","text, poem, literature, ranking","$0.45","Thu Feb 20 16:29:14 PST 2020","10","BatchId:3928548;OriginalHitTemplateId:928390828;","3600","259200","Thu Feb 27 16:29:14 PST 2020","","","3DHE4R9OC09JR5YQCGW7BD0MEPLG2A","A3TPW4JUUJDUFI","Submitted","Thu Feb 20 16:33:00 PST 2020","Thu Feb 20 16:51:31 PST 2020","Sun Feb 23 16:51:31 PST 2020","","","","1111","0% (0/0)","0% (0/0)","0% (0/0)","violent","There was a fierce woman named Lore","Who killed all her family in a war.","She came back from the dead,","And she went to the shed,","And she looked down and saw her mentor.","-2.728882068937475","DTS_NO_STORY","violent","There was a harsh man named Trent","Who inflicted so severe torment.","That when himself cruel,","To overcome fuel,","He went through the fire and was meant.","-5.08125904083252","SINGLE_STORY","violent","There was a fierce woman named Dot","Who witnessed a great battle and fought.","She came back from the war,","And she went to the door,","As she used to say, I have a thought.","-2.865580190247034","DTS_STORY","violent","There was a harsh woman named Dede","Who feared so exceedingly indeed.","That when us sinners,","To satisfy dinners,","We went through the city and did need.","-5.078181998729706","SINGLE_NO_STORY","3","4","2","3","4","2","4","3","3","3","4","2","1","2","4","2","3","2","3","4","3","4","2","2","3","true"
